"StationName","Latitude","Longitude","RoadName","Region","Description","Direction","MilePost"
"005es09127","46.842081520","-122.983618080","005","Olympic","ScatterCrk NB ON","SB","91.29"
"005es09423","46.882476627","-122.965571536","005","Olympic","143rd Ave SW","SB","94.22"
"005es09325","46.869355401","-122.969501179","005","Olympic","Maytown RA","NB","93.29"
"005es09526","46.897181898","-122.960505907","005","Olympic","Maytown I/C","NB","95.26"
"005es09526","46.897210146","-122.960764845","005","Olympic","Maytown I/C","SB","95.26"
"005es00824","45.732540685","-122.656976238","005","Southwest","154TH AVE","NB","8.24"
"005es00824","45.732546717","-122.657278275","005","Southwest","154TH AVE","SB","8.24"
"005es00210","45.646187571","-122.661661565","005","Southwest","35th","NB","2.10"
"005es00210","45.646100209","-122.661888007","005","Southwest","35th","SB","2.10"
"520es00397","47.637612381","-122.240829451","520","Northwest","Evergreen Pt Rd","EB","3.97"
"520es00468","47.636268412","-122.226146294","520","Northwest","85th Ave NE","EB","4.68"
"520es00468","47.636186752","-122.226111979","520","Northwest","85th Ave NE","WB","4.68"
"520es00492","47.638314872","-122.221961516","520","Northwest","88th Ave NE","WB","4.92"
"520es00560","47.643041517","-122.209267611","520","Northwest","98th Ave NE","EB","5.60"
"520es00526","47.641024267","-122.215773910","520","Northwest","92nd Ave NE-EB","WB","5.26"
"520es00526","47.641128273","-122.215784049","520","Northwest","92nd Ave NE-EB","EB","5.26"
"500es00146","45.646094921","-122.635439222","500","Southwest","Burnt Bridge","WB","1.46"
"500es00066","45.650504195","-122.650165384","500","Southwest","15th St","WB","0.66"
"500es00066","45.650697834","-122.650730675","500","Southwest","15th St","EB","0.66"
"N 195 @ 92.28","47.632026823","-117.444309866","195","Eastern","US-195 / Thorpe Rd","NB","94.90"
"N 195 @ 91.74","47.624911354","-117.439798457","195","Eastern","US-195 / Inland Empire Way","NB","94.36"
"S 195 @ 91.74","47.624799939","-117.440125027","195","Eastern","US-195 / Inland Empire Way","SB","94.36"
"N 195 @ 92.93","47.640883541","-117.448309816","195","Eastern","US-195 / 16th St","NB","95.54"
"S 195 @ 92.93","47.640895755","-117.448600233","195","Eastern","US-195 / 16th St","SB","95.54"
"005es14937","47.394243231","-122.291100090","005","Northwest","WB SR 516-NB","NB","149.37"
"005es14906","47.389757528","-122.290418604","005","Northwest","EB SR 516-NB","NB","149.06"
"205es02936","45.635816312","-122.561197386","205","Southwest","18th St","SB","29.36"
"005es15240","47.433171735","-122.270109896","005","Northwest","S 188th St-NB","NB","152.40"
"014es01239","45.580573834","-122.428459386","014","Southwest","6th Ave","WB","12.39"
"014es01314","45.575298649","-122.415606330","014","Southwest","Lady Island","EB","13.14"
"014es01465","45.580208937","-122.385261330","014","Southwest","Union","WB","14.65"
"014es01465","45.580307420","-122.385271071","014","Southwest","Union","EB","14.65"
"005es00045","45.623747230","-122.670595045","005","Southwest","SR-14","NB","0.45"
"005es00045","45.623995815","-122.670583031","005","Southwest","SR-14","SB","0.45"
"005es14676","47.356895182","-122.296796000","005","Northwest","S 272nd St-SB","SB","146.76"
"005es14701","47.360441622","-122.295629364","005","Northwest","S 272nd St-NB","NB","147.01"
"520es00616","47.640991620","-122.198115820","520","Northwest","108th Ave NE-WB","WB","6.16"
"005es20066","48.073965533","-122.184941981","005","Northwest","88th St NE-SB","SB","200.66"
"520es00448","47.636045293","-122.230329691","520","Northwest","84th Ave NE-WB","EB","4.48"
"005es01420","45.816315168","-122.685945113","005","Southwest","SR-501","NB","14.20"
"005es01420","45.816297644","-122.686386555","005","Southwest","SR-501","SB","14.20"
"205es03223","45.673966632","-122.583714577","205","Southwest","70th SB","SB","32.23"
"205es03222","45.673759793","-122.583141660","205","Southwest","70th NB","NB","32.22"
"205es03290","45.681733750","-122.591423563","205","Southwest","Padden","SB","32.90"
"205es03562","45.707234557","-122.631536328","205","Southwest","119th ST","NB","35.62"
"205es03481","45.699443566","-122.620271816","205","Southwest","50th AVE","NB","34.81"
"205es03481","45.699156705","-122.620281112","205","Southwest","50th AVE","SB","34.81"
"205es03434","45.696420594","-122.611671044","205","Southwest","ST Johns NB","NB","34.34"
"205es03435","45.696273849","-122.612152278","205","Southwest","ST Johns SB","SB","34.35"
"205es03345","45.686368514","-122.600065499","205","Southwest","Andresen","SB","33.45"
"205es03345","45.686598962","-122.599764870","205","Southwest","Andresen","NB","33.45"
"205es03153","45.664585324","-122.577952183","205","Southwest","58th ST","SB","31.53"
"520es00585","47.642840197","-122.204023679","520","Northwest","Bellevue Way-WB","EB","5.85"
"002es00360","47.963102466","-122.124998645","002","Northwest","Bickford Ave, WB","EB","3.60"
"014es00058","45.619123076","-122.661541397","014","Southwest","Pearson","WB","0.58"
"014es00058","45.619208577","-122.661330574","014","Southwest","Pearson","EB","0.58"
"OREes03119","0","0","000","Southwest","Marquam Br NB","NB","300.50"
"002es00411","47.957136963","-122.118838359","002","Northwest","Bickford Ave, EB","WB","4.11"
"405es01427","47.623931604","-122.188554923","405","Northwest","NE 14th St","NB","14.27"
"405es01427","47.623851995","-122.188847992","405","Northwest","NE 14th St","SB","14.27"
"005es00883","45.740874957","-122.659530569","005","Southwest","159TH AVE","NB","8.83"
"005es00883","45.740856542","-122.659854088","005","Southwest","159TH AVE","SB","8.83"
"405es03006","47.829910957","-122.259166525","405","Northwest","Alderwood","NB","30.06"
"405es03006","47.829661957","-122.259162567","405","Northwest","Alderwood","SB","30.06"
"405es02853","47.815124148","-122.235086771","405","Northwest","200th St SW","SB","28.53"
"405es02796","47.808764213","-122.228340265","405","Northwest","208th St SE","NB","27.96"
"405es02616","47.790644418","-122.205602048","405","Northwest","230th St SE","NB","26.26"
"405es02616","47.790457421","-122.205866032","405","Northwest","230th St SE","SB","26.26"
"009es00205","47.811598883","-122.141457809","009","Northwest","204th St SE","NB","2.05"
"009es00205","47.811598883","-122.141457809","009","Northwest","204th St SE","SB","2.05"
"009es00276","47.821391092","-122.136739118","009","Northwest","194th St SE","SB","2.76"
"009es00335","47.828511937","-122.130054280","009","Northwest","186th St SE","NB","3.35"
"405es02688","47.795884091","-122.216571075","405","Northwest","NB SR 527-NB","SB","26.88"
"405es02688","47.796113126","-122.216377495","405","Northwest","NB SR 527-NB","NB","26.88"
"405es02465","47.771079423","-122.190161323","405","Northwest","NE 195th St-NB","SB","24.65"
"405es02662","47.793719630","-122.211658359","405","Northwest","SB SR 527-SB","NB","26.62"
"405es02183","47.731483274","-122.188297253","405","Northwest","NE 144th St","NB","21.83"
"405es02183","47.731404352","-122.188599386","405","Northwest","NE 144th St","SB","21.83"
"005es00976","45.754186762","-122.663644313","005","Southwest","179th ST NB","NB","9.76"
"005es00977","45.754415799","-122.664040676","005","Southwest","179th ST SB","SB","9.77"
"520es00514","47.640365586","-122.218170459","520","Northwest","91st Ave NE","EB","5.14"
"520es00514","47.640273170","-122.218151694","520","Northwest","91st Ave NE","WB","5.14"
"405es01667","47.658504735","-122.187180876","405","Northwest","NE 57th St","SB","16.67"
"520es00624","47.640342607","-122.196965833","520","Northwest","108th Ave NE-EB","EB","6.24"
"405es01612","47.650451088","-122.187145638","405","Northwest","NE 46th St","SB","16.12"
"005es13409","47.235160958","-122.426155481","005","Olympic","Tacoma Dome","SB","134.09"
"205es03615","45.712320285","-122.640058826","205","Southwest","Salmon Creek","NB","36.15"
"205es03615","45.711918628","-122.640304758","205","Southwest","Salmon Creek","SB","36.15"
"205es03667","45.717235689","-122.647827719","205","Southwest","134th ST","NB","36.67"
"099es02951","47.580465919","-122.339297949","099","Northwest","S Lander St","NB","29.51"
"099es02951","47.580797914","-122.339428138","099","Northwest","S Lander St","SB","29.51"
"005es21029","48.209565681","-122.215644758","005","Northwest","236th St NE","NB","210.29"
"005es21029","48.209561568","-122.216173195","005","Northwest","236th St NE","SB","210.29"
"205es03094","45.657376376","-122.571076128","205","Southwest","SR500 NB","NB","30.94"
"205es03095","45.657332381","-122.571557310","205","Southwest","SR500 SB","SB","30.95"
"405es02662","47.793549788","-122.211959492","405","Northwest","SB SR 527-SB","SB","26.62"
"405es02465","47.771153828","-122.189874070","405","Northwest","NE 195th St-NB","NB","24.65"
"503es00471","45.735506228","-122.551549861","503","Southwest","154th","SB","4.71"
"405es02468","47.771585482","-122.189965235","405","Northwest","WB SR 522-NB","NB","24.68"
"005es11520","47.073549684","-122.699023048","005","Olympic","NiquallyBridgeNB","NB","115.20"
"005es11575","47.077499141","-122.688755684","005","Olympic","W NB R/R Bridge","NB","115.75"
"005es12367","47.127884535","-122.540900612","005","Olympic","Thorn NB On Ramp","NB","123.67"
"005es12524","47.141548425","-122.514728743","005","Olympic","New York Ave","NB","125.24"
"005es12524","47.141668290","-122.514868715","005","Olympic","New York Ave","SB","125.24"
"005es12701","47.157979973","-122.485886895","005","Olympic","South Tacoma Way","SB","127.01"
"005es12701","47.157787063","-122.485862096","005","Olympic","South Tacoma Way","NB","127.01"
"005es12664","47.154488918","-122.491870457","005","Olympic","Tacoma Maint","SB","126.64"
"005es12664","47.154305003","-122.491831878","005","Olympic","Tacoma Maint","NB","126.64"
"005es11617","47.080795843","-122.680918147","005","Olympic","Mounts RD South","SB","116.17"
"005es11397","47.067939539","-122.722818515","005","Olympic","Nisqually SB ON","NB","113.97"
"005es11307","47.066534165","-122.741701353","005","Olympic","Meridian RD","SB","113.07"
"005es11261","47.065190933","-122.751379910","005","Olympic","Quinault Loop NE","SB","112.61"
"005es11261","47.064843776","-122.751456234","005","Olympic","Quinault Loop NE","NB","112.61"
"005es11352","47.067733927","-122.732317017","005","Olympic","Merdian North","SB","113.52"
"522es02381","47.854048262","-121.996191674","522","Northwest","175th Ave SE","EB","23.81"
"522es02381","47.854048262","-121.996191674","522","Northwest","175th Ave SE","WB","23.81"
"522es02333","47.849913088","-122.004548817","522","Northwest","W Main St-EB","WB","23.33"
"522es02289","47.845751046","-122.011584042","522","Northwest","W Main St-WB","WB","22.89"
"522es02289","47.845775340","-122.011638405","522","Northwest","W Main St-WB","EB","22.89"
"522es02237","47.838785091","-122.016318514","522","Northwest","160th Ave SE","EB","22.37"
"522es02237","47.838809984","-122.016230780","522","Northwest","160th Ave SE","WB","22.37"
"522es02187","47.833411914","-122.023365093","522","Northwest","155th Ave SE","EB","21.87"
"522es02187","47.833411914","-122.023365093","522","Northwest","155th Ave SE","WB","21.87"
"522es02135","47.829232386","-122.032398770","522","Northwest","149th Ave SE","WB","21.35"
"522es02086","47.831212113","-122.042487203","522","Northwest","Snohomish Riv Br","EB","20.86"
"522es02030","47.830746918","-122.053865471","522","Northwest","Elliott Rd","EB","20.30"
"522es02030","47.830693624","-122.053846270","522","Northwest","Elliott Rd","WB","20.30"
"205es02836","45.621456860","-122.559012640","205","Southwest","Mill Plain","NB","28.36"
"005es12020","47.101422873","-122.602252145","005","Olympic","Perimeter RD","NB","120.20"
"005es00689","45.713460756","-122.653019476","005","Southwest","129th","NB","6.89"
"005es00689","45.713378355","-122.653161086","005","Southwest","129th","SB","6.89"
"522es00719","47.758422782","-122.250174975","522","Northwest","Unknown","WB","7.19"
"522es00795","47.755902439","-122.234439915","522","Northwest","Unknown","WB","7.95"
"522es00780","47.756401000","-122.237426193","522","Northwest","Unknown","WB","7.80"
"522es00782","47.756335669","-122.237027586","522","Northwest","Unknown","EB","7.82"
"522es00749","47.757430070","-122.243663421","522","Northwest","Unknown","WB","7.49"
"522es00751","47.757364084","-122.243259172","522","Northwest","Unknown","EB","7.51"
"522es00815","47.754512889","-122.230244739","522","Northwest","Unknown","WB","8.15"
"522es00817","47.754382320","-122.229859627","522","Northwest","Unknown","EB","8.17"
"005es12897","47.181807054","-122.464602602","005","Olympic","Unknown","NB","128.97"
"005es13185","47.223310465","-122.463271268","005","Olympic","Unknown","NB","131.85"
"005es13179","47.222407878","-122.463545018","005","Olympic","Unknown","SB","131.79"
"005es13463","47.238499853","-122.415945045","005","Olympic","Unknown","NB","134.63"
"205es03038","45.650113630","-122.566194470","205","Southwest","39th NB","NB","30.38"
"005es11969","47.097978343","-122.611744274","005","Olympic","9th Division RD","SB","119.69"
"005es12160","47.109082237","-122.575300911","005","Olympic","Linden RD","NB","121.60"
"005es12201","47.112197647","-122.567836855","005","Olympic","Cardinal Loop","NB","122.01"
"005es12201","47.112346149","-122.568001248","005","Olympic","Cardinal Loop","SB","122.01"
"005es12410","47.132047597","-122.534149631","005","Olympic","Birch St","NB","124.10"
"005es12410","47.132162423","-122.534327766","005","Olympic","Birch St","SB","124.10"
"205es02987","45.642996234","-122.563441128","205","Southwest","Burton","NB","29.87"
"005es01103","45.772180923","-122.669870904","005","Southwest","209th","SB","11.03"
"005es01103","45.772215733","-122.669216009","005","Southwest","209th","NB","11.03"
"014es00952","45.587116297","-122.484815270","014","Southwest","Quarry Rd.","WB","9.52"
"005es11200","47.063811096","-122.764138748","005","Olympic","510/Marvin Rd-NB","SB","112.00"
"005es11426","47.068112552","-122.716558515","005","Olympic","Nisqually I/C-NB","SB","114.26"
"005es11672","47.082851472","-122.669712451","005","Olympic","Mounts Rd-NB","SB","116.72"
"005es11825","47.089217091","-122.639100855","005","Olympic","Center Dr-NB ","SB","118.25"
"005es12255","47.118251062","-122.557214100","005","Olympic","Berkeley St-SB ","NB","122.66"
"005es12104","47.105165518","-122.585509361","005","Olympic","JBLM MainGate-NB","SB","121.04"
"005es11883","47.091989715","-122.627365914","005","Olympic","Dupont I/C-SB","NB","118.83"
"005es12072","47.103977568","-122.588617793","005","Olympic","JBLM MainGate-SB","NB","120.87"
"005es12343","47.125657130","-122.544815004","005","Olympic","Thorne Ln-SB","NB","123.43"
"005es12460","47.136596879","-122.525911868","005","Olympic","GravellyLkDr-SB","NB","124.61"
"005es12480","47.138456065","-122.522764090","005","Olympic","GravellyLkDr-NB","SB","124.80"
"005es12735","47.161534647","-122.481182598","005","Olympic","SR 512-SB ","NB","127.35"
"005es12569","47.147944422","-122.502783075","005","Olympic","Bridgeport Wy-SB","NB","125.96"
"005es13216","47.227755354","-122.463159433","005","Olympic","38th St Pond","NB","132.16"
"005es13290","47.230181022","-122.449788944","005","Olympic","Mst South","NB","132.91"
"005es11717","47.084210144","-122.660471523","005","Olympic","Mounts RD ScaleH","SB","117.17"
"005es12618","47.150170543","-122.499248662","005","Olympic","47th ave","SB","126.18"
"005es12618","47.149965237","-122.499265997","005","Olympic","47th ave","NB","126.18"
"005es13290","47.230313455","-122.449655535","005","Olympic","Mst South","SB","132.91"
"167es01431","47.301798551","-122.253307204","167","Northwest","SR 18 I/C","SB","14.31"
"167es01476","47.308296713","-122.249017588","167","Northwest","W Main St","SB","14.76"
"005es14364","47.312491184","-122.298824435","005","Northwest","S 320th St-SB","SB","143.64"
"018es00092","47.295401329","-122.289742966","018","Northwest","Weyerhaeuser-EB","WB","0.92"
"018es00185","47.303643881","-122.274135468","018","Northwest","PeasleyCanyon Rd","EB","1.85"
"018es00253","47.303530123","-122.259873011","018","Northwest","West Valley Hwy","WB","2.53"
"018es01500","47.387436495","-122.058392172","018","Northwest","SE 240th St","WB","15.00"
"018es01634","47.402857251","-122.044224582","018","Northwest","SE 221st St","EB","16.34"
"018es01678","47.408077169","-122.039033872","018","Northwest","SR 169","WB","16.78"
"599es00169","47.497825515","-122.293843479","599","Northwest","Pacific Hwy-SB","NB","1.69"
"099es02375","47.508258766","-122.301519165","099","Northwest","S 102nd St","SB","23.75"
"525es00330","47.877035097","-122.276710068","525","Northwest","132nd St SW","NB","3.30"
"090es01635","47.545301296","-122.051010308","090","Northwest","12th Ave NW","WB","16.35"
"005es19040","47.932175771","-122.196496829","005","Northwest","73rd St SE","SB","190.40"
"005es19388","47.980081862","-122.188922297","005","Northwest","US 2 Interchange","SB","193.88"
"005es19277","47.965886027","-122.198905577","005","Northwest","41st St-NB","NB","192.77"
"005es19255","47.962979521","-122.199428406","005","Northwest","41st St-SB","SB","192.55"
"405es00936","47.558211413","-122.189045942","405","Northwest","112th Ave SE-NB","NB","9.36"
"009es00036","47.787341205","-122.143298416","009","Northwest","232nd St SE","SB","0.36"
"009es00159","47.805115508","-122.143414337","009","Northwest","212th St SE","NB","1.59"
"518es00247","47.463474563","-122.290259255","518","Northwest","Airport Dr-EB","WB","2.47"
"405es00092","47.463393949","-122.246617096","405","Northwest","W Valley Hwy-NB","NB","0.92"
"002es00068","47.978415632","-122.174701738","002","Northwest","Homeacres Rd","EB","0.68"
"016es00085","47.235031730","-122.475566120","016","Olympic","Union Ave DS","WB","0.85"
"016es00360","47.256613691","-122.515093310","016","Olympic","6th/Pearl - EB","EB","3.60"
"016es00887","47.281243610","-122.560472802","016","Olympic","24th W/B ","WB","8.87"
"005es10792","47.044523230","-122.843425121","005","Olympic","Lilly Rd","NB","107.92"
"005es11117","47.060844711","-122.781060816","005","Olympic","Marvin NB Off","NB","111.17"
"005es11004","47.057009366","-122.804297408","005","Olympic","Carpenter HART","NB","110.04"
"520es00083","47.643831254","-122.306444063","520","Northwest","20th Ave E","WB","0.83"
"099es02316","47.500166251","-122.297386400","099","Northwest","Pacific Hwy-NB","SB","23.16"
"005es19968","48.059910688","-122.184799423","005","Northwest","70th St NE","SB","199.68"
"005es20066","48.073979914","-122.184642882","005","Northwest","88th St NE-SB","NB","200.66"
"005es20234","48.098307578","-122.184727073","005","Northwest","116th St NE-SB","NB","202.34"
"005es20137","48.084322354","-122.184969601","005","Northwest","98th St NE","SB","201.37"
"005es20778","48.176649267","-122.193223707","005","Northwest","200th St NE","NB","207.78"
"405es00391","47.482935458","-122.197703911","405","Northwest","SR 169-SB","SB","3.91"
"405es00342","47.477207101","-122.203668020","405","Northwest","S 5th St","SB","3.42"
"005es10404","47.017361586","-122.906064320","005","Olympic","Test Site","SB","104.04"
"520es01266","47.668026793","-122.109526273","520","Northwest","WB Redmond Wy-WB","EB","12.66"
"520es01299","0","0","520","Northwest","NE 76th St","WB","12.99"
"OREes01081","0","0","000","Southwest","Helvetia","EB","61.25"
"OREes01089","0","0","000","Southwest","Parkway","EB","69.31"
"167es00707","47.202668886","-122.256395087","167","Olympic","410 CCTV Pole","SB","7.07"
"410es01070","47.194276598","-122.223417090","410","Olympic","SR162 EB On","EB","10.70"
"167es00910","47.228069888","-122.248263343","167","Olympic","24th SB ON","NB","9.10"
"512es01108","47.189348177","-122.282953060","512","Olympic","Pioneer EB On","EB","11.08"
"005es13938","47.256117172","-122.331051306","005","Olympic","PK line","SB","139.41"
"005es13708","47.240789995","-122.364836963","005","Olympic","54th SB ON DS","SB","137.08"
"005es13674","47.240420380","-122.372005063","005","Olympic","Alexander Ave","NB","136.74"
"405es01392","47.618827868","-122.188555559","405","Northwest","NE 9th St","NB","13.92"
"005es18262","47.832014587","-122.262770774","005","Northwest","Alderwood, SB","SB","182.62"
"E 090 @ 285.55","47.656226346","-117.322737293","090","Eastern","I90 East-Bound Lane 1 at Mile Position 285.55","EB","285.55"
"E 090 @ 280.00","47.650864795","-117.439176268","090","Eastern","I90 East-Bound Lane 1 at Mile Position 280.00","EB","280.00"
"S 395 @ 6.19","47.936485356","-122.070139863","395","Eastern","395S South-Bound Lane 1 at Mile Position 6.19","SB","6.19"
"W 090 @ 282.97","47.653875800","-117.376623824","090","Eastern","I90 West-Bound Lane 1 at Mile Position 282.97","WB","282.97"
"W 090 @ 270.52","47.565194926","-117.594089284","090","Eastern","I90 West-Bound Lane 1 at Mile Position 270.52","WB","270.52"
"E 090 @ 286.63","47.667141486","-117.305243441","090","Eastern","I90 East-Bound Lane 1 at Mile Position 286.63","EB","286.63"
"W 090 @ 290.74","47.673911970","-117.220883534","090","Eastern","I90 West-Bound Lane 1 at Mile Position 290.74","WB","290.74"
"014es00240","45.618268354","-122.623753449","014","Southwest","BLANDFORD","EB","2.40"
"205es02780","45.614169110","-122.554344486","205","Southwest","10th","SB","27.80"
"005es00310","45.660440961","-122.665776222","005","Southwest","Main ST","NB","3.10"
"E 090 @ 274.17","47.602897419","-117.541310985","090","Eastern","I90 East-Bound Lane 1 at Mile Position 274.17","EB","274.17"
"005es19684","48.019570212","-122.174874491","005","Northwest","26th St NE","NB","196.84"
"522es02432","47.859278035","-121.988270631","522","Northwest","180th Ave SE","WB","24.32"
"005es00494","45.686341207","-122.664435735","005","Southwest","86th","SB","4.94"
"500es00397","45.654716717","-122.586268886","500","Southwest","Thurston","WB","3.97"
"167es01327","47.287337225","-122.258028369","167","Northwest","7th Ave N","NB","13.27"
"OREes01058","0","0","000","Southwest","207th","WB","14.43"
"005es08744","46.790384478","-123.008323685","005","Olympic","Great Wolf","SB","87.45"
"005es08930","46.815071440","-122.999511730","005","Olympic","188th Ave","NB","89.28"
"005es09008","46.825788096","-122.993384378","005","Olympic","183rd Ave","SB","90.08"
"520es00397","47.637533777","-122.240831316","520","Northwest","Evergreen Pt Rd","WB","3.97"
"520es00492","47.638423753","-122.222010869","520","Northwest","88th Ave NE","EB","4.92"
"520es00560","47.642941160","-122.209317714","520","Northwest","98th Ave NE","WB","5.60"
"005es20234","48.098313755","-122.185022087","005","Northwest","116th St NE-SB","SB","202.34"
"520es00448","47.635946198","-122.230237580","520","Northwest","84th Ave NE-WB","WB","4.48"
"205es03153","45.664768031","-122.577585574","205","Southwest","58th ST","NB","31.53"
"002es00411","47.957136963","-122.118838359","002","Northwest","Bickford Ave, EB","EB","4.11"
"520es00640","47.638421143","-122.194807318","520","Northwest","109th Ave NE, WB","WB","6.40"
"405es02853","47.815672730","-122.234431444","405","Northwest","200th St SW","NB","28.53"
"405es02796","47.808210039","-122.229134260","405","Northwest","208th St SE","SB","27.96"
"520es00585","47.642749285","-122.204038890","520","Northwest","Bellevue Way-WB","WB","5.85"
"405es01667","47.658528130","-122.186883627","405","Northwest","NE 57th St","NB","16.67"
"405es01612","47.650546592","-122.186851855","405","Northwest","NE 46th St","NB","16.12"
"405es02663","47.793636114","-122.212130331","405","Northwest","NB SR 527-SB","SB","26.63"
"503es00471","45.735508087","-122.551432323","503","Southwest","154th","NB","4.71"
"005es11397","47.068152818","-122.722782106","005","Olympic","Nisqually SB ON","SB","113.97"
"005es11307","47.066296599","-122.741698126","005","Olympic","Meridian RD","NB","113.07"
"005es11352","47.067517907","-122.732329723","005","Olympic","Merdian North","NB","113.52"
"522es02135","47.829232386","-122.032398770","522","Northwest","149th Ave SE","EB","21.35"
"522es02086","47.831212113","-122.042487203","522","Northwest","Snohomish Riv Br","WB","20.86"
"205es02836","45.621439374","-122.559455539","205","Southwest","Mill Plain","SB","28.36"
"005es12898","47.181951935","-122.464828939","005","Olympic","Unknown","SB","128.98"
"005es13464","47.238666599","-122.415776503","005","Olympic","Unknown","SB","134.64"
"205es02987","45.642874175","-122.564118562","205","Southwest","Burton","SB","29.87"
"005es11920","47.094007941","-122.620196455","005","Olympic","Dupont I/C-NB","SB","119.20"
"005es12268","47.118553356","-122.557043079","005","Olympic","Berkeley St-NB ","SB","122.68"
"005es12596","47.148159614","-122.502747546","005","Olympic","Bridgeport Wy-NB","SB","125.96"
"167es01535","47.316325147","-122.245290896","167","Northwest","8th St NW","SB","15.35"
"005es16885","47.653730638","-122.322355744","005","Northwest","Ship Canal Br","NB","168.85"
"005es17075","47.680979626","-122.321204459","005","Northwest","Lake City Wy, SB","SB","170.75"
"018es00366","47.303400876","-122.236306015","018","Northwest","C St-WB","EB","3.66"
"018es01779","47.414371817","-122.019692987","018","Northwest","244th Ave SE-WB","EB","17.79"
"018es01829","47.417597165","-122.010351480","018","Northwest","244th Ave SE-EB","WB","18.29"
"018es01926","47.425136856","-121.993020976","018","Northwest","SE 196th St","EB","19.26"
"509es02976","47.529134163","-122.334203129","509","Northwest","S Holden St","NB","29.76"
"520es00158","47.644900361","-122.290982989","520","Northwest","Lk Wash Blvd-EB","WB","1.58"
"520es01122","47.661013360","-122.135189841","520","Northwest","NE 60th St","EB","11.22"
"525es00056","47.838220533","-122.271428493","525","Northwest","Ash Way","NB","0.56"
"525es00096","47.843650194","-122.274180077","525","Northwest","Alderwood Mall","SB","0.96"
"525es00370","47.884466222","-122.281323398","525","Northwest","122nd Pl SW","SB","3.70"
"525es00507","47.902501192","-122.292868148","525","Northwest","106th St SW","NB","5.07"
"525es00549","47.908681744","-122.293090891","525","Northwest","100th St SW","SB","5.49"
"090es00430","47.589975346","-122.286828081","090","Northwest","35th Ave S","WB","4.30"
"090es00720","47.585877063","-122.228258904","090","Northwest","Isl Crest Way-EB","WB","7.20"
"090es01748","47.536440693","-122.031759555","090","Northwest","232nd Ave SE","EB","17.48"
"090es01941","47.532970662","-121.997659792","090","Northwest","256th Ave SE","EB","19.41"
"005es14460","47.326054133","-122.293994504","005","Northwest","S 308th St","NB","144.60"
"522es01840","47.812539490","-122.081279841","522","Northwest","Fales Rd-WB","WB","18.40"
"520es01167","47.666478227","-122.129956871","520","Northwest","W Lk Samm-WB","EB","11.67"
"005es19188","47.953562252","-122.199251809","005","Northwest","49th St SE","NB","191.88"
"005es18998","47.927518052","-122.201939401","005","Northwest","77th St SE","SB","189.98"
"005es19303","47.969123390","-122.196543097","005","Northwest","36th St","NB","193.03"
"405es01079","47.575756778","-122.175241825","405","Northwest","SE 39th St","SB","10.79"
"405es01178","47.589179351","-122.179851768","405","Northwest","SE 24th St","NB","11.78"
"518es00341","47.464348671","-122.272313735","518","Northwest","51st Ave S","WB","3.41"
"405es01272","47.602286241","-122.183461462","405","Northwest","SE 8th St-SB","SB","12.72"
"405es00139","47.466277095","-122.237475442","405","Northwest","Longacres Dr SW","NB","1.39"
"005es16040","47.539547279","-122.300802225","005","Northwest","S Myrtle St, NB","NB","160.40"
"005es16395","47.585987126","-122.320067797","005","Northwest","S Holgate St, NB","NB","163.95"
"016es01107","47.309334867","-122.580231757","016","Olympic","Olympic Dr W/B","EB","11.07"
"016es00930","47.287388890","-122.560830872","016","Olympic","32nd-Toll Plaza","WB","9.30"
"005es10177","46.986838161","-122.921989753","005","Olympic","Tumwater Blvd","SB","101.77"
"009es00749","47.885538799","-122.109731821","009","Northwest","124th St SE","SB","7.49"
"009es00443","47.842930693","-122.120737587","009","Northwest","170th St SE","NB","4.43"
"005es12586","47.147144976","-122.504254128","005","Olympic","I5NB@Bridgeport","NB","125.87"
"099es02585","47.531791461","-122.329605338","099","Northwest","S Kenyon St","NB","25.85"
"099es02465","47.517895397","-122.314494592","099","Northwest","DesMoinesDr-SB","SB","24.65"
"005es20088","48.077159915","-122.184951952","005","Northwest","88th St NE-NB","SB","200.88"
"005es20369","48.117778594","-122.184942345","005","Northwest","136th St NE","NB","203.69"
"005es20820","48.182079549","-122.197864221","005","Northwest","204th St NE","SB","208.20"
"520es01167","47.666381171","-122.129827510","520","Northwest","W Lk Samm-WB","WB","11.67"
"005es20478","48.133512072","-122.185721011","005","Northwest","152nd St NE","NB","204.78"
"532es00553","48.239860204","-122.338301194","532","Northwest","78th Ave NW","EB","5.53"
"OREes01001","0","0","000","Southwest","Stafford Rd.","EB","286.10"
"410es01178","47.196026649","-122.202656980","410","Olympic","166th EB On","WB","11.78"
"512es00553","47.158289674","-122.364124596","512","Olympic","Canyon WB On","WB","5.53"
"512es00789","47.158840288","-122.314170108","512","Olympic","94th WB On","EB","7.89"
"167es01032","47.245095508","-122.256066739","167","Olympic","8th SB On","SB","10.32"
"512es01161","47.197061516","-122.282156048","512","Olympic","East of Benston","EB","11.61"
"512es00917","47.167118810","-122.296870853","512","Olympic","SR161 WB Off","EB","9.17"
"005es13820","47.241191991","-122.341086917","005","Olympic","65th Ave SB","NB","138.20"
"005es16701","47.627688186","-122.328600522","005","Northwest","LakeviewBlvd, SB","SB","167.01"
"E 090 @ 276.52","47.621899354","-117.499775048","090","Eastern","I90 East-Bound Lane 1 at Mile Position 276.52","EB","276.52"
